beta,gamma_freq,gamma_amp,gamma_mean,frequency
5.0000000000000004e-08, 64.28571428571429, 114.28571428571429, 57.142857142857146, 0.055
5.0000000000000004e-08, 64.28571428571429, 142.85714285714286, 71.42857142857143, 0.025
5.0000000000000004e-08, 64.28571428571429, 171.42857142857144, 85.71428571428572, 0.0075
5.0000000000000004e-08, 64.28571428571429, 200.0, 100.0, 0.005
5.0000000000000004e-08, 71.42857142857143, 0.0, 0.0, 0.26
5.0000000000000004e-08, 71.42857142857143, 28.571428571428573, 14.285714285714286, 0.205
5.0000000000000004e-08, 71.42857142857143, 57.142857142857146, 28.571428571428573, 0.1625
5.0000000000000004e-08, 71.42857142857143, 85.71428571428572, 42.85714285714286, 0.1075
5.0000000000000004e-08, 71.42857142857143, 114.28571428571429, 57.142857142857146, 0.065
5.0000000000000004e-08, 71.42857142857143, 142.85714285714286, 71.42857142857143, 0.02
5.0000000000000004e-08, 71.42857142857143, 171.42857142857144, 85.71428571428572, 0.0075
5.0000000000000004e-08, 71.42857142857143, 200.0, 100.0, 0.005
5.0000000000000004e-08, 78.57142857142857, 0.0, 0.0, 0.26
5.0000000000000004e-08, 78.57142857142857, 28.571428571428573, 14.285714285714286, 0.2075
5.0000000000000004e-08, 78.57142857142857, 57.142857142857146, 28.571428571428573, 0.1625
5.0000000000000004e-08, 78.57142857142857, 85.71428571428572, 42.85714285714286, 0.105
5.0000000000000004e-08, 78.57142857142857, 114.28571428571429, 57.142857142857146, 0.0625
5.0000000000000004e-08, 78.57142857142857, 142.85714285714286, 71.42857142857143, 0.02
5.0000000000000004e-08, 78.57142857142857, 171.42857142857144, 85.71428571428572, 0.01
5.0000000000000004e-08, 78.57142857142857, 200.0, 100.0, 0.0075
5.0000000000000004e-08, 85.71428571428572, 0.0, 0.0, 0.26
5.0000000000000004e-08, 85.71428571428572, 28.571428571428573, 14.285714285714286, 0.2025
5.0000000000000004e-08, 85.71428571428572, 57.142857142857146, 28.571428571428573, 0.1625
5.0000000000000004e-08, 85.71428571428572, 85.71428571428572, 42.85714285714286, 0.0975
5.0000000000000004e-08, 85.71428571428572, 114.28571428571429, 57.142857142857146, 0.0575
5.0000000000000004e-08, 85.71428571428572, 142.85714285714286, 71.42857142857143, 0.02
5.0000000000000004e-08, 85.71428571428572, 171.42857142857144, 85.71428571428572, 0.0075
5.0000000000000004e-08, 85.71428571428572, 200.0, 100.0, 0.0075
5.0000000000000004e-08, 92.85714285714286, 0.0, 0.0, 0.26
5.0000000000000004e-08, 92.85714285714286, 28.571428571428573, 14.285714285714286, 0.205
5.0000000000000004e-08, 92.85714285714286, 57.142857142857146, 28.571428571428573, 0.1575
5.0000000000000004e-08, 92.85714285714286, 85.71428571428572, 42.85714285714286, 0.1025
5.0000000000000004e-08, 92.85714285714286, 114.28571428571429, 57.142857142857146, 0.0525
5.0000000000000004e-08, 92.85714285714286, 142.85714285714286, 71.42857142857143, 0.0175
5.0000000000000004e-08, 92.85714285714286, 171.42857142857144, 85.71428571428572, 0.0075
5.0000000000000004e-08, 92.85714285714286, 200.0, 100.0, 0.005
5.0000000000000004e-08, 100.0, 0.0, 0.0, 0.26
5.0000000000000004e-08, 100.0, 28.571428571428573, 14.285714285714286, 0.2075
5.0000000000000004e-08, 100.0, 57.142857142857146, 28.571428571428573, 0.1625
5.0000000000000004e-08, 100.0, 85.71428571428572, 42.85714285714286, 0.0925
5.0000000000000004e-08, 100.0, 114.28571428571429, 57.142857142857146, 0.055
5.0000000000000004e-08, 100.0, 142.85714285714286, 71.42857142857143, 0.02
5.0000000000000004e-08, 100.0, 171.42857142857144, 85.71428571428572, 0.01
5.0000000000000004e-08, 100.0, 200.0, 100.0, 0.0075
