noise,gamma,frequency,up,down
500.0, -200.0, 0.0, 0.0, 0.0 
620.6896551724138, -200.0, 0.0, 0.0, 0.0 
741.3793103448276, -200.0, 0.027777777777777776, 0.28596328594663306, 19.376210803279506 
862.0689655172414, -200.0, 0.06111111111111111, 0.28312926824714285, 14.102825994038266 
982.7586206896551, -200.0, 0.17222222222222222, 0.2844097332333682, 5.665310381961598 
1103.4482758620688, -200.0, 0.2611111111111111, 0.28463672447027594, 3.597261397389166 
1224.1379310344828, -200.0, 0.32222222222222224, 0.28491932253014307, 2.83558259230444 
1344.8275862068965, -200.0, 0.38333333333333336, 0.2861978743682464, 2.3389168377940743 
1465.5172413793102, -200.0, 0.4444444444444444, 0.28593830662396125, 1.9673967491466797 
1586.2068965517242, -200.0, 0.5, 0.2824883846149576, 1.716444334062796 
1706.896551724138, -200.0, 0.5555555555555556, 0.27921886882525015, 1.534184581550928 
1827.5862068965516, -200.0, 0.5944444444444444, 0.278675860371656, 1.4151021947555569 
1948.2758620689656, -200.0, 0.6555555555555556, 0.2808691976349897, 1.2448925825075563 
2068.9655172413795, -200.0, 0.7, 0.2775321697991266, 1.158856724156115 
2189.655172413793, -200.0, 0.7388888888888889, 0.27770996748430926, 1.0754885223797068 
2310.344827586207, -200.0, 0.7944444444444444, 0.27445113712592295, 0.9897018735430195 
2431.0344827586205, -200.0, 0.8277777777777777, 0.26914633416238853, 0.9439753549351714 
2551.7241379310344, -200.0, 0.8722222222222222, 0.26640368077479243, 0.8845626504897441 
2672.4137931034484, -200.0, 0.9166666666666666, 0.2639814819954593, 0.8308792897586535 
2793.103448275862, -200.0, 0.9722222222222222, 0.25800357323263357, 0.773985748578619 
2913.793103448276, -200.0, 1.0, 0.25333473957668373, 0.7498597297066726 
3034.4827586206898, -200.0, 1.038888888888889, 0.2515618161947524, 0.7138982981650137 
3155.1724137931033, -200.0, 1.0833333333333333, 0.2484097565391383, 0.6772589677055985 
3275.862068965517, -200.0, 1.1333333333333333, 0.2418684141525985, 0.6427979553980042 
3396.551724137931, -200.0, 1.1611111111111112, 0.24038474690581085, 0.6230227371615888 
3517.2413793103447, -200.0, 1.2, 0.23494903293014854, 0.6003727921861064 
3637.9310344827586, -200.0, 1.2277777777777779, 0.23372507960918926, 0.5826177219967914 
3758.6206896551726, -200.0, 1.2833333333333334, 0.22610288035019782, 0.5547798959653445 
3879.310344827586, -200.0, 1.3277777777777777, 0.22096771545060637, 0.5336842784341309 
4000.0, -200.0, 1.3833333333333333, 0.21462956333268168, 0.5096184717345982 
500.0, -100.0, 0.0, 0.0, 0.0 
