noise,gamma,frequency,up,down
500.0, -200.0, 0.0, 0.0, 0.0 
620.6896551724138, -200.0, 0.005555555555555556, 175.06508501296148, 0.0 
741.3793103448276, -200.0, 0.005555555555555556, 175.12203786865317, 0.0 
862.0689655172414, -200.0, 0.005555555555555556, 175.13702546225622, 0.0 
982.7586206896551, -200.0, 0.005555555555555556, 179.70724233828662, 0.0 
1103.4482758620688, -200.0, 0.005555555555555556, 179.73521917967904, 0.0 
1224.1379310344828, -200.0, 0.005555555555555556, 179.75120594618897, 0.0 
1344.8275862068965, -200.0, 0.005555555555555556, 179.76219684816456, 0.0 
1465.5172413793102, -200.0, 0.011111111111111112, 89.84263026716772, 0.0849296970840804 
1586.2068965517242, -200.0, 0.011111111111111112, 89.26660708635629, 1.2439702690550598 
1706.896551724138, -200.0, 0.022222222222222223, 44.05578160300639, 1.186018240456511 
1827.5862068965516, -200.0, 0.03333333333333333, 29.27276865261533, 0.8297131818661218 
1948.2758620689656, -200.0, 0.044444444444444446, 21.87177003480452, 0.6877164379010072 
2068.9655172413795, -200.0, 0.06666666666666667, 14.469605715269026, 0.5596276617486837 
2189.655172413793, -200.0, 0.08888888888888889, 10.719314289837856, 0.552342782918584 
2310.344827586207, -200.0, 0.11666666666666667, 8.006039445125978, 0.5835169776129758 
2431.0344827586205, -200.0, 0.12222222222222222, 7.700262257656414, 0.4949236465370332 
2551.7241379310344, -200.0, 0.15, 6.230102119171722, 0.4456695461918916 
2672.4137931034484, -200.0, 0.15555555555555556, 5.974161864424926, 0.46391228002005747 
2793.103448275862, -200.0, 0.17222222222222222, 5.394824606656246, 0.4187866710334223 
2913.793103448276, -200.0, 0.2111111111111111, 4.3993846029792305, 0.34131206405268427 
3034.4827586206898, -200.0, 0.2222222222222222, 4.160156315050319, 0.34358738087318313 
3155.1724137931033, -200.0, 0.25, 3.6695846216187715, 0.3335420830938429 
3275.862068965517, -200.0, 0.2722222222222222, 3.36556100216816, 0.31032645199251724 
3396.551724137931, -200.0, 0.3277777777777778, 2.7895891451812345, 0.26247238636370157 
3517.2413793103447, -200.0, 0.37222222222222223, 2.4391152829295617, 0.2483398843078885 
3637.9310344827586, -200.0, 0.40555555555555556, 2.227129034816461, 0.23932966599870106 
3758.6206896551726, -200.0, 0.4222222222222222, 2.1367969964044384, 0.23222110586236946 
3879.310344827586, -200.0, 0.4444444444444444, 2.034803135182543, 0.2155683927179548 
4000.0, -200.0, 0.4722222222222222, 1.9056578329115144, 0.212324242710201 
500.0, -100.0, 0.0, 0.0, 0.0 
620.6896551724138, -100.0, 0.0, 0.0, 0.0 
741.3793103448276, -100.0, 0.0, 0.0, 0.0 
862.0689655172414, -100.0, 0.0, 0.0, 0.0 
982.7586206896551, -100.0, 0.022222222222222223, 0.8110786071529676, 24.521368422805566 
1103.4482758620688, -100.0, 0.027777777777777776, 1.1800232030152817, 18.849396888131487 
1224.1379310344828, -100.0, 0.08333333333333333, 1.0773082281888877, 10.137322835145195 
1344.8275862068965, -100.0, 0.17222222222222222, 1.0153530616860342, 4.926422017330099 
1465.5172413793102, -100.0, 0.25, 1.010119401162371, 2.99302244253368 
1586.2068965517242, -100.0, 0.3, 0.9810212657300345, 2.3834232815875573 
1706.896551724138, -100.0, 0.3333333333333333, 1.0007715835225286, 2.0212590500650545 
1827.5862068965516, -100.0, 0.40555555555555556, 0.8457108982161416, 1.6328844456533202 
1948.2758620689656, -100.0, 0.43333333333333335, 0.9025733826315565, 1.4075491478085995 
2068.9655172413795, -100.0, 0.49444444444444446, 0.8719411478426004, 1.1497414513945274 
2189.655172413793, -100.0, 0.5277777777777778, 0.8494652525935403, 1.0434447702451504 
2310.344827586207, -100.0, 0.5388888888888889, 0.871598098092112, 0.9816561568479424 
2431.0344827586205, -100.0, 0.5944444444444444, 0.8511085553635429, 0.8275225423986036 
2551.7241379310344, -100.0, 0.6777777777777778, 0.7841214135220855, 0.6869850480518215 
2672.4137931034484, -100.0, 0.6555555555555556, 0.8164004730171098, 0.7131105576281515 
2793.103448275862, -100.0, 0.6833333333333333, 0.782165548870183, 0.6850722566720499 
2913.793103448276, -100.0, 0.7111111111111111, 0.7994398039955813, 0.6098101733197842 
3034.4827586206898, -100.0, 0.7555555555555555, 0.7614358767725931, 0.5647177244022077 
3155.1724137931033, -100.0, 0.7611111111111111, 0.7873847167792531, 0.5289077701366809 
3275.862068965517, -100.0, 0.8222222222222222, 0.7294164755210889, 0.48880626139292177 
3396.551724137931, -100.0, 0.8666666666666667, 0.7014578103510042, 0.45409507792742887 
3517.2413793103447, -100.0, 0.8833333333333333, 0.7032731919919119, 0.43034630054123274 
3637.9310344827586, -100.0, 0.9111111111111111, 0.687229906842696, 0.411726666477548 
3758.6206896551726, -100.0, 0.9555555555555556, 0.6635437564796168, 0.3841498455518254 
3879.310344827586, -100.0, 0.9777777777777777, 0.6601183414335305, 0.3636646807444313 
4000.0, -100.0, 0.9722222222222222, 0.6701367042995361, 0.3594782939256604 
500.0, 0.0, 0.0, 0.0, 0.0 
620.6896551724138, 0.0, 0.0, 0.0, 0.0 
741.3793103448276, 0.0, 0.0, 0.0, 0.0 
862.0689655172414, 0.0, 0.0, 0.0, 0.0 
982.7586206896551, 0.0, 0.0, 0.0, 0.0 
1103.4482758620688, 0.0, 0.0, 0.0, 0.0 
1224.1379310344828, 0.0, 0.0, 0.0, 0.0 
1344.8275862068965, 0.0, 0.011111111111111112, 0.559536827848059, 23.158829635468415 
1465.5172413793102, 0.0, 0.027777777777777776, 0.5173717311780803, 19.122920471387573 
1586.2068965517242, 0.0, 0.027777777777777776, 0.5227672648751865, 19.112678949092135 
1706.896551724138, 0.0, 0.07222222222222222, 0.5092707446869834, 12.582750945051039 
1827.5862068965516, 0.0, 0.1388888888888889, 0.5251253129354034, 6.911778583283836 
1948.2758620689656, 0.0, 0.21666666666666667, 0.48044844929645836, 4.2160363745683025 
2068.9655172413795, 0.0, 0.2777777777777778, 0.5022442533680453, 3.139197360552223 
2189.655172413793, 0.0, 0.31666666666666665, 0.482600514018951, 2.7034764080209794 
2310.344827586207, 0.0, 0.35555555555555557, 0.48631618826637946, 2.345582188712042 
2431.0344827586205, 0.0, 0.4, 0.47652221216881574, 2.032894679748274 
2551.7241379310344, 0.0, 0.4722222222222222, 0.470187260022994, 1.6510499641963041 
2672.4137931034484, 0.0, 0.5166666666666667, 0.4670220117075132, 1.4699462546341466 
2793.103448275862, 0.0, 0.5722222222222222, 0.44322534092194554, 1.3042243136645384 
2913.793103448276, 0.0, 0.6222222222222222, 0.4208748234596282, 1.1853701283007025 
3034.4827586206898, 0.0, 0.6666666666666666, 0.4207184053200406, 1.0779648275276892 
3155.1724137931033, 0.0, 0.7277777777777777, 0.4017208994810445, 0.9708425119890074 
3275.862068965517, 0.0, 0.75, 0.40796599851604315, 0.9235936786323559 
3396.551724137931, 0.0, 0.8166666666666667, 0.38889576780037294, 0.8333512662311419 
3517.2413793103447, 0.0, 0.8777777777777778, 0.3776810349182824, 0.7589641030692463 
3637.9310344827586, 0.0, 0.9333333333333333, 0.3640974177724312, 0.7045126284852095 
3758.6206896551726, 0.0, 0.9944444444444445, 0.3495151484009, 0.6530998279139845 
3879.310344827586, 0.0, 1.0444444444444445, 0.34417786317071103, 0.6101793990316334 
4000.0, 0.0, 1.1111111111111112, 0.33090608329771465, 0.5706181072725087 
