Day;BMI (uM);EF (V/m);Angle;Up_duration (s);Up_duration_norm;Down_duration (s);Down_duration_norm;Frequency (Hz);Frequency_norm;FR_up (a.u.);FR_up_norm
20210506;0.800000000000000;-3;90;0.140535738636117;0.922711936991117;3.36719488636017;0.555748067544682;0.316636912574314;1.69636851427071;1.93513261915611;0.822470396234413
20210506;0.800000000000000;3;90;0.136855000000221;0.898545404625429;8.32484800001346;1.37399774730942;0.149613438875625;0.801547504227922;1.96423807744066;0.834840803084522
20210506;0;0;0;0.189362782608765;1;3.77889848221594;1;0.379654853155414;1;1.98421190194496;1
20210506;0;-3;0;0.155946000000722;0.823530357192289;15.2056799998881;4.02383924083917;0.257014459023177;0.676968717473412;1.70841100789055;0.861002298300869
20210506;0;3;0;0.187951854995883;0.992549076468753;2.23615946242625;0.591749017061440;0.447196057230702;1.17790159539364;1.87763270414124;0.946286383173466
20210506;0;0;45;0.138589200000224;1;3.45796440000559;1;0.400250075985472;1;2.07760889947929;1
20210506;0;-3;45;0.172523076931139;1.24485224628514;6.29386153875566;1.82010593826399;0.295372400235627;0.737969629383276;1.96196217826092;0.944336625989928
20210506;0;3;45;0.192187095497589;1.38673933825492;2.61180106878206;0.755300161209826;0.424338813800632;1.06018421796885;1.91479854503962;0.921635706084781
20210506;0;0;90;0.310432012645181;1;4.26091641245927;1;0.355696197254940;1;1.17136659906793;1
20210506;0;-3;90;0.197272762141688;0.635478153366765;1.94358797260603;0.456143182467231;0.543087233312370;1.52682889922245;1.56380878134762;1.33502934315522
20210506;0;3;90;0.162310629156273;0.522854030978408;4.14119140665631;0.971901583083659;0.292550030057416;0.822471626953422;1.28982228986544;1.10112606155218
20210506;0.800000000000000;0;0;0.103112282608704;1;5.97469512845942;1;0.167676218272690;1;2.99743293831080;1
20210506;0.800000000000000;-3;0;0.0967347039467480;0.938149185522757;9.09131470388583;1.52163658704206;0.158446658875755;0.944956061795686;2.51144369729939;0.837864849351629
20210506;0.800000000000000;3;0;0.138582161819768;1.34399276510701;3.21784152438633;0.538578363447986;0.328110422035888;1.95680953098719;2.68962509071032;0.897309513194999
20210506;0.800000000000000;0;45;0.0932426292445692;1;5.29828682605298;1;0.257638120419612;1;2.81214014994374;1
20210506;0.800000000000000;-3;45;0.0920399999989240;0.987102152144479;6.48005999991314;1.22304816871165;0.260000411201700;1.00916902661082;2.41806675734673;0.859867086423522
20210506;0.800000000000000;3;45;0.0999587027028643;1.07202792877793;3.60214702703285;0.679870143934112;0.312899415081735;1.21449191824610;2.87913284689295;1.02382267361410
20210506;0.800000000000000;0;90;0.0533856763926026;1;7.05555437666145;1;0.191684009343473;1;2.23702244559541;1
20210506;0.800000000000000;-3;90;0.0493753846162952;0.924880753653557;5.24781692320848;0.743785200007436;0.201575574521009;1.05160349687705;1.05640445773623;0.472236861018645
20210506;0.800000000000000;3;90;0.0403200000000652;0.755258764608481;6.00012000000970;0.850410850755691;0.166712195669200;0.869724064308741;1.09253220331144;0.488386786401086
20210510;0;0;0;0.359976318590551;1;2.58840103322571;1;0.400008549041987;1;1.20837782918301;1
20210510;0;3;0;0.185023231167596;0.514000000000000;2.40025448232698;0.927300000000000;0.602380952380952;1.50590000000000;NaN;NaN
20210510;0;-3;0;0.157414312827649;0.437300000000000;3.51875209081924;1.35940000000000;0.339000000000000;0.847500000000000;NaN;NaN
20210510;0;0;45;0.169700000000000;1;2.84080000000000;1;0.395300000000000;1;NaN;NaN
20210510;0;3;45;0.141300000000000;0.832600000000000;1.87320000000000;0.659400000000000;0.482000000000000;1.21930000000000;NaN;NaN
20210510;0;-3;45;0.0994000000000000;0.585700000000000;3.30830000000000;1.16460000000000;0.270800000000000;0.685000000000000;NaN;NaN
20210510;0;0;90;0.290012927056251;1;3.07916423732438;1;0.389779932972483;1;1.24391455026517;1
20210510;0;-3;90;0.272814230767810;0.940700000000000;2.89126384614254;0.939000000000000;0.329510825981639;0.845400000000000;1.11895029103888;0.899500000000000
20210510;0;3;90;0.255705868092693;0.881700000000000;2.44175984598491;0.793000000000000;0.428998325316279;1.10060000000000;1.16405623810785;0.935800000000000
20210513;0.800000000000000;0;0;0.145609597069833;1;10.7432645421419;1;0.112883222755848;1;2.33493807277804;1
20210513;0.800000000000000;-3;0;0.0881672727273102;0.605504544353804;16.8826109091012;1.57146003832233;0.0614070156362761;0.543987088046659;1.59525044419415;0.683208887975418
20210513;0.800000000000000;3;0;0.104858440531877;0.720134130180910;5.98954922027568;0.557516683758542;0.349255502014716;3.09395403044181;1.57101300700808;0.672828553923460
20210513;0.800000000000000;0;45;0.0836984069800088;1;12.0354646777366;1;0.0842089215270992;1;1.50508145258378;1
20210513;0.800000000000000;-3;45;0.0750654545454906;0.896856430773167;15.6191127272815;1.29775734842827;0.0670201064771401;0.795878931373945;1.47593015484708;0.980631415205698
20210513;0.800000000000000;3;45;0.0935018823530269;1.11712857779192;7.14904235295371;0.593998033676101;0.142335972171249;1.69027188081781;1.53065374252663;1.01699063522373
20210513;0.800000000000000;0;90;0.0715200000000113;1;22.3427585454570;1;0.0515110077864817;1;1.36707261444531;1
20210513;0.800000000000000;-3;90;0.0779672727272713;1.09014643075027;8.43306545454322;0.377440656550349;0.120397171026374;2.33730956158793;1.35205272353759;0.989013099414756
20210513;0.800000000000000;3;90;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
