tau,beta,gamma,frequency,up,down
0.2, 2.5000000000000002e-08, -0.00019999999999999998, 0.006666666666666667, 149.81418457665387, 0.0 
0.2, 2.5000000000000002e-08, -0.00015, 0.006666666666666667, 149.79620243891068, 0.0 
0.2, 2.5000000000000002e-08, -7.5e-05, 0.006666666666666667, 149.75923915577195, 0.0 
0.2, 2.5000000000000002e-08, 0.0, 0.35333333333333333, 1.1147040480669705, 1.7382541034879715 
0.2, 2.5000000000000002e-08, 7.5e-05, 0.02, 0.21645165801970045, 37.77547636014892 
0.2, 2.5000000000000002e-08, 0.00011499999999999999, 0.0, 0.0, 0.0 
0.2, 2.5000000000000002e-08, 0.00015, 0.0, 0.0, 0.0 
0.2, 2.5000000000000002e-08, 0.00019999999999999998, 0.0, 0.0, 0.0 
0.25, 2.5000000000000002e-08, -0.00019999999999999998, 0.006666666666666667, 149.81418457665387, 0.0 
0.25, 2.5000000000000002e-08, -0.00015, 0.006666666666666667, 149.79620243891068, 0.0 
0.25, 2.5000000000000002e-08, -7.5e-05, 0.006666666666666667, 149.76023816342433, 0.0 
0.25, 2.5000000000000002e-08, 0.0, 0.34, 0.9797326812229266, 1.9903029657207179 
0.25, 2.5000000000000002e-08, 7.5e-05, 0.02, 0.23709781616927186, 37.75299868796995 
0.25, 2.5000000000000002e-08, 0.00011499999999999999, 0.0, 0.0, 0.0 
0.25, 2.5000000000000002e-08, 0.00015, 0.0, 0.0, 0.0 
0.25, 2.5000000000000002e-08, 0.00019999999999999998, 0.0, 0.0, 0.0 
0.3, 2.5000000000000002e-08, -0.00019999999999999998, 0.006666666666666667, 149.81418457665387, 0.0 
0.3, 2.5000000000000002e-08, -0.00015, 0.006666666666666667, 149.79620243891068, 0.0 
0.3, 2.5000000000000002e-08, -7.5e-05, 0.006666666666666667, 149.76023816342433, 0.0 
0.3, 2.5000000000000002e-08, 0.0, 0.34, 1.0491735072573007, 1.9197530453083271 
0.3, 2.5000000000000002e-08, 7.5e-05, 0.03333333333333333, 0.1930082784434129, 19.486893019600533 
0.3, 2.5000000000000002e-08, 0.00011499999999999999, 0.0, 0.0, 0.0 
0.3, 2.5000000000000002e-08, 0.00015, 0.0, 0.0, 0.0 
0.3, 2.5000000000000002e-08, 0.00019999999999999998, 0.0, 0.0, 0.0 
0.35000000000000003, 2.5000000000000002e-08, -0.00019999999999999998, 0.006666666666666667, 149.81518358430625, 0.0 
0.35000000000000003, 2.5000000000000002e-08, -0.00015, 0.006666666666666667, 149.7972014465631, 0.0 
0.35000000000000003, 2.5000000000000002e-08, -7.5e-05, 0.006666666666666667, 149.76023816342433, 0.0 
0.35000000000000003, 2.5000000000000002e-08, 0.0, 0.3, 1.1418435465215664, 2.2300575367861866 
0.35000000000000003, 2.5000000000000002e-08, 7.5e-05, 0.03333333333333333, 0.2275739432164051, 19.455674030463076 
0.35000000000000003, 2.5000000000000002e-08, 0.00011499999999999999, 0.0, 0.0, 0.0 
0.35000000000000003, 2.5000000000000002e-08, 0.00015, 0.0, 0.0, 0.0 
0.35000000000000003, 2.5000000000000002e-08, 0.00019999999999999998, 0.0, 0.0, 0.0 
0.4, 2.5000000000000002e-08, -0.00019999999999999998, 0.006666666666666667, 149.81518358430625, 0.0 
0.4, 2.5000000000000002e-08, -0.00015, 0.006666666666666667, 149.7972014465631, 0.0 
0.4, 2.5000000000000002e-08, -7.5e-05, 0.006666666666666667, 149.76023816342433, 0.0 
