tau,beta,gamma,frequency,up,down
1.0, 1.5e-07, -380.0, 0.8333333333333334, 0.368848009147983, 0.8357444309429021 
1.0, 1.5e-07, -340.0, 0.7833333333333333, 0.3532962017374979, 0.9285099715077122 
1.0, 1.5e-07, -300.0, 0.7555555555555555, 0.33821268211640493, 0.9914977786906023 
1.0, 1.5e-07, -260.0, 0.6944444444444444, 0.3284880848630855, 1.111136677363308 
1.0, 1.5e-07, -220.0, 0.6333333333333333, 0.3149936412285619, 1.264873319956337 
1.0, 1.5e-07, -180.0, 0.5722222222222222, 0.3027299893664074, 1.4568430772827587 
1.0, 1.5e-07, -140.0, 0.4666666666666667, 0.2978248957410651, 1.8457973911421512 
1.0, 1.5e-07, -100.0, 0.38333333333333336, 0.28874648931910707, 2.336360130650021 
1.0, 1.5e-07, -60.0, 0.3055555555555556, 0.26888651262919233, 3.0372450952637355 
1.0, 1.5e-07, -20.0, 0.16666666666666666, 0.23713703656417737, 5.919375934212311 
1.1, 1.5e-07, -380.0, 0.7777777777777778, 0.3906980174347742, 0.9004632496257795 
1.1, 1.5e-07, -340.0, 0.7666666666666667, 0.36678334142245056, 0.9433577955117688 
1.1, 1.5e-07, -300.0, 0.7055555555555556, 0.35571342234946984, 1.0610423276605159 
1.1, 1.5e-07, -260.0, 0.6611111111111111, 0.3448825810903215, 1.168024660565816 
1.1, 1.5e-07, -220.0, 0.5944444444444444, 0.3295963263639034, 1.354708790846822 
1.1, 1.5e-07, -180.0, 0.5222222222222223, 0.3230517338897837, 1.589855995547771 
1.1, 1.5e-07, -140.0, 0.45, 0.3193652661593088, 1.9062095820681768 
1.1, 1.5e-07, -100.0, 0.37777777777777777, 0.3020734796980147, 2.362298273328139 
1.1, 1.5e-07, -60.0, 0.28888888888888886, 0.28180518946495997, 3.2190412315557086 
1.1, 1.5e-07, -20.0, 0.16666666666666666, 0.25492231430649076, 5.9014252761267905 
1.2, 1.5e-07, -380.0, 0.7555555555555555, 0.4076405054247578, 0.921651891859886 
1.2, 1.5e-07, -340.0, 0.7111111111111111, 0.3928857154355561, 1.0126578073626982 
1.2, 1.5e-07, -300.0, 0.6777777777777778, 0.3772041522277234, 1.0981488280431224 
1.2, 1.5e-07, -260.0, 0.6277777777777778, 0.3614264829059642, 1.2325600713060536 
1.2, 1.5e-07, -220.0, 0.5666666666666667, 0.3489856272569145, 1.4278675479247123 
1.2, 1.5e-07, -180.0, 0.4888888888888889, 0.34364735453833917, 1.7014536434495504 
1.2, 1.5e-07, -140.0, 0.4222222222222222, 0.33474921782582895, 2.0453069403660304 
1.2, 1.5e-07, -100.0, 0.36666666666666664, 0.3138008486914115, 2.4326632185238117 
1.2, 1.5e-07, -60.0, 0.2833333333333333, 0.29716577747896916, 3.273869963197131 
1.2, 1.5e-07, -20.0, 0.16666666666666666, 0.2668457776618244, 5.889469655482501 
1.3, 1.5e-07, -380.0, 0.7166666666666667, 0.43192153471925754, 0.9694162887387661 
1.3, 1.5e-07, -340.0, 0.6833333333333333, 0.4155340789040617, 1.047600033087365 
1.3, 1.5e-07, -300.0, 0.6333333333333333, 0.3961545282253199, 1.1836131516895283 
1.3, 1.5e-07, -260.0, 0.5888888888888889, 0.38153323187294547, 1.3186798546917116 
1.3, 1.5e-07, -220.0, 0.5277777777777778, 0.369893810123842, 1.5227820280682554 
1.3, 1.5e-07, -180.0, 0.4666666666666667, 0.3624737617987649, 1.782211471936182 
1.3, 1.5e-07, -140.0, 0.40555555555555556, 0.3454948289760447, 2.1338031296315827 
1.3, 1.5e-07, -100.0, 0.34444444444444444, 0.3300010260323935, 2.596588306819609 
1.3, 1.5e-07, -60.0, 0.2611111111111111, 0.30885072321339674, 3.573302968774399 
1.3, 1.5e-07, -20.0, 0.17222222222222222, 0.27467585523739396, 5.676501118518559 
1.4000000000000001, 1.5e-07, -380.0, 0.6833333333333333, 0.44800313669890324, 1.015028634311725 
1.4000000000000001, 1.5e-07, -340.0, 0.6611111111111111, 0.426856741508698, 1.0936624871069531 
1.4000000000000001, 1.5e-07, -300.0, 0.6166666666666667, 0.41132617999544824, 1.2115243997519225 
1.4000000000000001, 1.5e-07, -260.0, 0.5722222222222222, 0.3974088978233604, 1.3615004311790269 
1.4000000000000001, 1.5e-07, -220.0, 0.4888888888888889, 0.3908696286255973, 1.6546992422555964 
1.4000000000000001, 1.5e-07, -180.0, 0.46111111111111114, 0.3746537253934443, 1.8022398532163553 
1.4000000000000001, 1.5e-07, -140.0, 0.39444444444444443, 0.3544389976403727, 2.1957823801408836 
1.4000000000000001, 1.5e-07, -100.0, 0.3333333333333333, 0.34141738227800317, 2.673566542046033 
1.4000000000000001, 1.5e-07, -60.0, 0.24444444444444444, 0.32148388278591605, 3.7827756790987084 
1.4000000000000001, 1.5e-07, -20.0, 0.16666666666666666, 0.2945894787092906, 5.861423905613763 
1.5, 1.5e-07, -380.0, 0.6666666666666666, 0.4700275882741508, 1.0372926127303304 
1.5, 1.5e-07, -340.0, 0.6222222222222222, 0.44972594114554376, 1.1583564535842927 
1.5, 1.5e-07, -300.0, 0.5944444444444444, 0.4313999060901974, 1.2526329096344462 
1.5, 1.5e-07, -260.0, 0.5277777777777778, 0.4194001982569399, 1.4739607391186706 
1.5, 1.5e-07, -220.0, 0.4777777777777778, 0.40421191398799466, 1.690177379313137 
1.5, 1.5e-07, -180.0, 0.4388888888888889, 0.3841124200213733, 1.9044363704062066 
1.5, 1.5e-07, -140.0, 0.38333333333333336, 0.3656538416146827, 2.2595854477323174 
1.5, 1.5e-07, -100.0, 0.3277777777777778, 0.34952423093087437, 2.7175435812615643 
1.5, 1.5e-07, -60.0, 0.24444444444444444, 0.3358129306094601, 3.7683922365556057 
1.5, 1.5e-07, -20.0, 0.16666666666666666, 0.3069126112273729, 5.848951471396952 
1.6, 1.5e-07, -380.0, 0.6277777777777778, 0.506465714688387, 1.0870019896228755 
1.6, 1.5e-07, -340.0, 0.5833333333333334, 0.47668160403729287, 1.239531635564919 
1.6, 1.5e-07, -300.0, 0.5611111111111111, 0.4550886342762803, 1.326821686492847 
1.6, 1.5e-07, -260.0, 0.5222222222222223, 0.42971875644782437, 1.485952757027829 
