beta,gamma_freq,gamma_amp,gamma_mean,frequency
5.0000000000000004e-08, 71.42857142857143, 114.28571428571429, 0, 0.285
5.0000000000000004e-08, 71.42857142857143, 142.85714285714286, 0, 0.2875
5.0000000000000004e-08, 71.42857142857143, 171.42857142857144, 0, 0.295
5.0000000000000004e-08, 71.42857142857143, 200.0, 0, 0.31
5.0000000000000004e-08, 78.57142857142857, 0.0, 0, 0.26
5.0000000000000004e-08, 78.57142857142857, 28.571428571428573, 0, 0.2575
5.0000000000000004e-08, 78.57142857142857, 57.142857142857146, 0, 0.2625
5.0000000000000004e-08, 78.57142857142857, 85.71428571428572, 0, 0.27
5.0000000000000004e-08, 78.57142857142857, 114.28571428571429, 0, 0.2725
5.0000000000000004e-08, 78.57142857142857, 142.85714285714286, 0, 0.28
5.0000000000000004e-08, 78.57142857142857, 171.42857142857144, 0, 0.29
5.0000000000000004e-08, 78.57142857142857, 200.0, 0, 0.3025
5.0000000000000004e-08, 85.71428571428572, 0.0, 0, 0.26
5.0000000000000004e-08, 85.71428571428572, 28.571428571428573, 0, 0.265
5.0000000000000004e-08, 85.71428571428572, 57.142857142857146, 0, 0.265
5.0000000000000004e-08, 85.71428571428572, 85.71428571428572, 0, 0.27
5.0000000000000004e-08, 85.71428571428572, 114.28571428571429, 0, 0.2775
5.0000000000000004e-08, 85.71428571428572, 142.85714285714286, 0, 0.285
5.0000000000000004e-08, 85.71428571428572, 171.42857142857144, 0, 0.2975
5.0000000000000004e-08, 85.71428571428572, 200.0, 0, 0.305
5.0000000000000004e-08, 92.85714285714286, 0.0, 0, 0.26
5.0000000000000004e-08, 92.85714285714286, 28.571428571428573, 0, 0.26
5.0000000000000004e-08, 92.85714285714286, 57.142857142857146, 0, 0.26
5.0000000000000004e-08, 92.85714285714286, 85.71428571428572, 0, 0.27
5.0000000000000004e-08, 92.85714285714286, 114.28571428571429, 0, 0.275
5.0000000000000004e-08, 92.85714285714286, 142.85714285714286, 0, 0.2775
5.0000000000000004e-08, 92.85714285714286, 171.42857142857144, 0, 0.295
5.0000000000000004e-08, 92.85714285714286, 200.0, 0, 0.2975
5.0000000000000004e-08, 100.0, 0.0, 0, 0.26
5.0000000000000004e-08, 100.0, 28.571428571428573, 0, 0.26
5.0000000000000004e-08, 100.0, 57.142857142857146, 0, 0.2625
5.0000000000000004e-08, 100.0, 85.71428571428572, 0, 0.2675
5.0000000000000004e-08, 100.0, 114.28571428571429, 0, 0.2675
5.0000000000000004e-08, 100.0, 142.85714285714286, 0, 0.2775
5.0000000000000004e-08, 100.0, 171.42857142857144, 0, 0.295
5.0000000000000004e-08, 100.0, 200.0, 0, 0.305
